2022-12-06T06:22:20+00:00 INFO Start-Cartflows_Admin_Report_Emails::send_weekly_report_email
2022-12-06T06:22:20+00:00 INFO Send weekly emails to zohde07@gamil.com
2022-12-06T06:22:20+00:00 INFO Total Revenue: 0.00
2022-12-06T06:22:40+00:00 INFO Is weekly report enabled: enable
2022-12-06T06:22:43+00:00 INFO Is weekly report enabled: enable
2022-12-06T06:38:40+00:00 INFO Is weekly report enabled: enable
2022-12-06T06:38:45+00:00 INFO Is weekly report enabled: enable
2022-12-06T06:38:45+00:00 INFO Is weekly report enabled: enable
2022-12-06T06:38:58+00:00 INFO Is weekly report enabled: enable
2022-12-06T06:40:02+00:00 INFO Is weekly report enabled: enable
2022-12-06T06:41:02+00:00 INFO Is weekly report enabled: enable
2022-12-06T06:47:20+00:00 INFO Is weekly report enabled: enable
2022-12-06T06:47:22+00:00 INFO Is weekly report enabled: enable
2022-12-06T07:04:38+00:00 INFO Is weekly report enabled: enable
2022-12-06T07:04:38+00:00 INFO Is weekly report enabled: enable
2022-12-06T07:04:39+00:00 INFO Is weekly report enabled: enable
2022-12-06T11:45:37+00:00 INFO Is weekly report enabled: enable
2022-12-06T11:45:41+00:00 INFO Is weekly report enabled: enable
2022-12-06T11:46:03+00:00 INFO Is weekly report enabled: enable
2022-12-06T11:46:08+00:00 INFO Is weekly report enabled: enable
2022-12-06T11:46:20+00:00 INFO Is weekly report enabled: enable
2022-12-06T11:46:22+00:00 INFO Is weekly report enabled: enable
2022-12-06T11:46:39+00:00 INFO Is weekly report enabled: enable
2022-12-06T11:46:57+00:00 INFO Is weekly report enabled: enable
2022-12-06T11:47:02+00:00 INFO Is weekly report enabled: enable
2022-12-06T11:47:05+00:00 INFO Is weekly report enabled: enable
2022-12-06T11:47:37+00:00 INFO Is weekly report enabled: enable
2022-12-06T11:48:10+00:00 INFO Is weekly report enabled: enable
2022-12-06T11:48:14+00:00 INFO Is weekly report enabled: enable
2022-12-06T11:48:20+00:00 INFO Is weekly report enabled: enable
2022-12-06T11:49:24+00:00 INFO Is weekly report enabled: enable
2022-12-06T11:49:29+00:00 INFO Is weekly report enabled: enable
2022-12-06T11:50:31+00:00 INFO Is weekly report enabled: enable
2022-12-06T11:50:33+00:00 INFO Is weekly report enabled: enable
2022-12-06T11:50:42+00:00 INFO Is weekly report enabled: enable
